userName,score,thumbsUpCount,at
A Google user,5,1,1/11/19 20:27
Brandon Rodenberger,4,1,1/11/19 20:24
A Google user,5,0,1/11/19 20:14
Becca Rubenfeld,4,1,1/11/19 18:50
K. Anderson,2,45,1/11/19 18:50
Andrew Hayes,5,2,1/11/19 17:54
A Google user,4,0,1/11/19 16:51
A Google user,5,0,1/11/19 16:30
A Google user,5,1,1/11/19 16:29
Melissa m,4,0,1/11/19 15:58
Kaitlyn Chotrow,4,1,1/11/19 14:37
A Google user,4,0,1/11/19 14:22
Timothy Reese,5,1,1/11/19 14:14
Helen,5,2,1/11/19 14:09
Gevelegian Cristian,2,0,1/11/19 13:16
A Google user,5,0,1/11/19 12:29
A Google user,5,1,1/11/19 10:12
A Google user,5,4,1/11/19 6:14
K.B. Reynolds IV,5,0,1/11/19 3:51
Peter Thomas,5,0,1/11/19 3:35
Silvia Gamez,5,2,1/10/19 23:38
Matthew Hernandez,3,5,1/10/19 22:34
Richard Waterstreet,5,2,1/10/19 22:12
Johnson Miller,5,0,1/10/19 21:23
Hewlette Packkard,5,0,1/10/19 21:19
Corey Holmes,4,2,1/10/19 21:18
Nick Connor,5,1,1/10/19 21:02
Sam Vennard,1,2,1/10/19 20:42
Book Samzy Bullion,5,0,1/10/19 20:37
D Mcdowell,5,1,1/10/19 20:20
Brittney Marie,3,0,1/10/19 20:05
PLG PICH,5,0,1/10/19 19:33
Chris Kuker,5,1,1/10/19 19:31
olcay aksu,5,0,1/10/19 19:13
Jaz H,5,0,1/10/19 18:34
livia bodner,4,4,1/10/19 18:19
coolio crib,1,0,1/10/19 18:16
Will Dickey,1,0,1/10/19 17:59
Darryl D,5,0,1/10/19 17:34
Lindsay Byrum,2,0,1/10/19 17:30
Cedric,4,2,1/10/19 14:18
No Communism,5,1,1/10/19 10:50
A Google user,1,8,1/10/19 8:07
A Google user,5,0,1/10/19 7:24
Gabriel Nartey,4,0,1/10/19 6:18
420 AAlsayy,1,0,1/10/19 6:06
William Jordan,5,0,1/10/19 5:41
Indy,2,0,1/10/19 5:32
A Google user,5,0,1/10/19 4:54
michael hersch,5,3,1/10/19 4:37
Amanda Quinn,4,3,1/10/19 4:35
Sunil Mohapatra,5,0,1/10/19 4:05
A Google user,5,0,1/10/19 3:21
Joel Kang,4,0,1/10/19 1:25
Electric Box,5,11,1/10/19 0:58
Joey Beyer,1,0,1/9/19 23:59
Tilly,1,0,1/9/19 23:45
Paul Benavent,5,0,1/9/19 23:16
Joel Schooling,1,0,1/9/19 21:32
The Dream Meme,3,10,1/9/19 21:24
Vicky Bills,5,0,1/9/19 21:02
MancGed79,1,0,1/9/19 18:48
Danny Rochester,4,0,1/9/19 18:36
jeremy huddleson,5,0,1/9/19 17:18
Will Phillips,5,0,1/9/19 16:54
Natalia K,4,1,1/9/19 16:38
Luke Zemanek,5,1,1/9/19 16:07
Alexis Fuller,5,0,1/9/19 15:19
Sarah J. Hammill,5,0,1/9/19 14:43
David McEwan,5,1,1/9/19 13:10
Eran Meishar,5,0,1/9/19 11:58
Oscar Ling-Cottey,3,1,1/9/19 10:52
Kai,5,0,1/9/19 4:05
Kyle Rivest,5,1,1/9/19 3:47
James Burke,5,0,1/9/19 3:05
Rick Andresen,5,0,1/9/19 2:54
Tyler Mills,5,1,1/9/19 1:43
Kim Patel,4,0,1/9/19 0:56
Caitie McFarland,1,0,1/9/19 0:36
Giles Harrison-Smit,1,1,1/9/19 0:01
Nicole Small,5,0,1/8/19 23:54
Johnny Bryant,3,0,1/8/19 23:11
Emma Seager,5,0,1/8/19 23:07
Frank Brown,1,5,1/8/19 21:48
Howard Rubsam,5,1,1/8/19 21:33
Adam SmokesAndBarrels,4,0,1/8/19 20:33
Sean Conway,2,1,1/8/19 20:18
Sayde Camacho,5,0,1/8/19 19:51
A Google user,5,0,1/8/19 19:25
Mickey Possingham,1,0,1/8/19 19:07
A Google user,5,0,1/8/19 17:24
J Tom,1,0,1/8/19 17:23
Arta Yazdanseta,2,0,1/8/19 15:40
Andrea Herr,3,0,1/8/19 15:06
A Google user,4,0,1/8/19 15:01
Subham Mitra,1,0,1/8/19 14:47
Jeff Carrier,4,0,1/8/19 13:34
A Google user,1,0,1/8/19 12:25
Matt Peddie,2,0,1/8/19 12:01
Freddie Bussey,5,0,1/8/19 10:37
Scott Daniells,2,2,1/8/19 6:51
Neelam Chakravarty,3,0,1/8/19 6:27
Kyra Tawney,1,4,1/8/19 5:52
axel Taylor-hollingworth,1,0,1/8/19 5:08
Katie Saunders,3,0,1/8/19 3:43
Justin Tai,5,1,1/8/19 2:41
Shane Foisy,5,0,1/8/19 1:56
man kal,4,0,1/8/19 0:08
Alessio Tocco,2,0,1/7/19 23:59
A Google user,5,1,1/7/19 23:51
A Google user,1,0,1/7/19 23:33
A Google user,5,0,1/7/19 23:31
Mike Carpenter,1,0,1/7/19 23:25
julian kelly,4,0,1/7/19 23:04
Alicia Lynch,3,0,1/7/19 22:59
Leonora Taylor,4,0,1/7/19 21:29
Ning Zhou,5,0,1/7/19 20:01
Daphne P,2,0,1/7/19 18:36
Dustin Belle,4,0,1/7/19 17:52
sandra vlza,4,1,1/7/19 17:43
A Google user,2,0,1/7/19 17:38
Story Time,4,0,1/7/19 17:30
Daniel,4,0,1/7/19 17:10
Leigh Merkel,3,0,1/7/19 16:27
A Google user,5,0,1/7/19 15:59
Shawn Tang,1,0,1/7/19 15:31
Oni454 :D,1,0,1/7/19 14:36
Charlie D,5,1,1/7/19 14:00
Andi B,4,0,1/7/19 13:54
Robin Binkley,5,0,1/7/19 13:15
Sebastian Rosloniec,5,0,1/7/19 12:39
Will E.,4,0,1/7/19 12:21
pinguino hijueputa,5,0,1/7/19 10:47
Dean oconnor,5,0,1/7/19 9:42
Paola Valdivia Gonzalez,5,0,1/7/19 6:52
jon aprile,5,0,1/7/19 5:13
Lauren Picard,1,0,1/7/19 4:36
Nick Farrell,1,0,1/7/19 4:18
Steve Swenson,3,0,1/7/19 4:00
A Google user,1,0,1/7/19 3:58
Mark Mucci,5,1,1/7/19 3:06
Craig Jack,4,0,1/7/19 2:51
madballa9,5,0,1/7/19 2:24
CoCo M,2,0,1/7/19 1:55
kris smith,1,0,1/7/19 1:38
Geoffrey Chappell,3,0,1/7/19 0:22
Julie Shuell,5,0,1/6/19 23:47
Jonathan Stocker,5,0,1/6/19 23:30
Chris Jones,1,0,1/6/19 23:26
A Google user,5,0,1/6/19 23:12
Kamilah Yisrael,3,0,1/6/19 23:12
Dower420,1,0,1/6/19 23:09
Enigmatic 1,5,0,1/6/19 22:34
Dennis the menace extreme,4,0,1/6/19 22:15
Garrett Fruzynski,4,0,1/6/19 22:09
Mel McGinnis,5,0,1/6/19 22:00
Javier Alvarado,5,0,1/6/19 21:54
Kyle Koz,5,0,1/6/19 21:51
Ericka McMath,3,0,1/6/19 21:44
Alex T.,5,0,1/6/19 21:23
A Google user,1,0,1/6/19 21:17
A Google user,1,0,1/6/19 20:25
Jessica Cordell,5,0,1/6/19 20:25
Eric,3,1,1/6/19 19:20
Wil Starling,4,1,1/6/19 19:16
Tyler Penberthy,2,0,1/6/19 18:27
Ritvik,5,0,1/6/19 17:46
Maria Baldovinos,4,0,1/6/19 17:20
Sean R,5,0,1/6/19 16:55
Andres Caraveo,3,0,1/6/19 16:37
Doina Halaida,5,0,1/6/19 16:04
Stephen,4,0,1/6/19 15:53
Tom D,1,0,1/6/19 15:32
Kundan Kumar Singh,5,0,1/6/19 14:07
Ryan Michael Sullivan,1,0,1/6/19 13:41
Himanshu Bhatia,1,0,1/6/19 11:00
Ceci Cebollita,5,0,1/6/19 9:44
Larry Ladale,5,1,1/6/19 8:36
udit Khurana,5,0,1/6/19 7:12
A Google user,1,1,1/6/19 7:07
A Google user,2,1,1/6/19 6:55
Daniel Rosenberg,5,0,1/6/19 6:53
Jay Jay,1,0,1/6/19 6:53
A Google user,5,0,1/6/19 4:39
Jeffrey Morera,5,0,1/6/19 3:50
Jeff Wilson,5,0,1/6/19 3:41
A Google user,1,0,1/6/19 2:49
Josiah L,4,0,1/6/19 2:36
Joy Austin,3,1,1/6/19 1:55
Jesse Peterson,5,0,1/6/19 1:09
Bobby Che,3,0,1/6/19 0:33
Daniel Steele,4,0,1/6/19 0:26
A Google user,4,0,1/6/19 0:03
aman bahuguna,5,0,1/5/19 22:21
Camila Burns-Roa,4,0,1/5/19 22:01
Victor J. Aguilar,3,0,1/5/19 21:12
D Lira,5,0,1/5/19 20:46
Faizan Zaidi,5,0,1/5/19 18:14
Pooja Katoch,5,0,1/5/19 18:13
Jeffery Jackson J,1,0,1/5/19 17:32
Kelsey King,4,0,1/5/19 16:16
5280LFE,3,0,1/5/19 15:51
Ankush Verma,5,0,1/5/19 15:01
Ed Pedal,5,0,1/5/19 13:51
Velocity Nyx,5,2,1/5/19 12:32
Anne Katoch,3,0,1/5/19 11:31
Alfie Smith,1,0,1/5/19 10:59
Sophie Sidney,5,0,1/5/19 9:59
A Google user,5,0,1/5/19 9:12
RICHARD TATE,4,0,1/5/19 9:07
raghav wahi,5,1,1/5/19 8:10
A Google user,2,0,1/5/19 7:28
Nicky Smit,4,0,1/5/19 6:37
A Google user,5,0,1/5/19 5:24
A Google user,2,0,1/5/19 4:50
Dafty 87,1,0,1/5/19 4:36
A Google user,1,0,1/5/19 4:23
christopher english,5,0,1/5/19 3:39
Josh Dill,4,0,1/5/19 3:26
A Google user,5,0,1/5/19 1:46
Lyle Moffitt,5,0,1/5/19 1:41
Samuel Ogunyomi,5,0,1/5/19 1:32
ELEMENTAL SLAP,1,0,1/5/19 1:15
Alucardas dreamcrusher,5,0,1/5/19 1:11
A Google user,4,58,1/5/19 0:44
Andrew Lee,5,0,1/5/19 0:30
Marc Whitt,5,0,1/4/19 23:42
Adrian Gualano,4,0,1/4/19 23:11
A Medic's Mind,5,0,1/4/19 23:08
Chyna Coleman,5,0,1/4/19 22:35
sanjIv kumar,5,0,1/4/19 20:32
Angel Barrientos,5,0,1/4/19 19:16
Ed,5,0,1/4/19 18:59
Oliver Chamberlain,1,0,1/4/19 18:52
Vickky Agarwal,1,0,1/4/19 17:25
Ryan Quilty,3,0,1/4/19 16:58
David Lee,4,0,1/4/19 16:50
Mark Schmidt,5,0,1/4/19 16:29
Virunee Viravong,4,0,1/4/19 16:00
Terrel Allen,5,0,1/4/19 15:58
Michael Johnson,1,0,1/4/19 15:37
A Google user,5,0,1/4/19 14:08
Joanna Robinson,5,0,1/4/19 13:52
A Google user,5,0,1/4/19 13:34
Anthony Adamo,1,1,1/4/19 11:07
Gaurang Patel,5,0,1/4/19 9:31
Charles Carlisle,2,1,1/4/19 8:46
jan taylor,5,1,1/4/19 8:03
A Google user,3,0,1/4/19 5:50
THE LIGHTBOY,5,0,1/4/19 5:16
Mikael Kolozsy,4,2,1/4/19 5:00
Russell Camilleri,5,0,1/4/19 4:16
Varun Budhrani,5,0,1/4/19 3:48
Peter Muttenthaler,1,1,1/4/19 2:10
A Google user,1,0,1/4/19 1:24
TheBailiff365,2,0,1/4/19 0:30
Rod Tabassi,1,0,1/4/19 0:05
Patrick Moriarty,5,0,1/3/19 23:44
A Google user,4,0,1/3/19 23:14
CJ Butterfleye,1,0,1/3/19 23:12
Antoine Best,4,0,1/3/19 23:03
Thomas Epton,5,0,1/3/19 22:49
Horn,5,0,1/3/19 22:38
A Google user,5,0,1/3/19 22:35
Gemma Tee,4,0,1/3/19 20:29
Kilan Larsen,2,0,1/3/19 19:34
Bruce Davis,5,0,1/3/19 19:29
Jacinta Pinckney,5,0,1/3/19 18:46
A Google user,5,1,1/3/19 18:30
Prakhar Pal,1,0,1/3/19 18:24
Binod Panda,5,0,1/3/19 18:11
A J,2,0,1/3/19 17:34
Emily W.,4,0,1/3/19 17:30
Tracey Williams,4,0,1/3/19 17:11
Chris Camp,5,0,1/3/19 16:50
Ellie,5,0,1/3/19 16:28
Brendan Kolton,5,0,1/3/19 16:15
Tommy Lathavong,5,0,1/3/19 16:01
Drew MacPherson,5,0,1/3/19 15:23
Sabrina Leal,1,0,1/3/19 15:21
david ervin,2,0,1/3/19 14:35
Aloma Obialor,5,0,1/3/19 10:36
Jeff Lyon,5,0,1/3/19 7:10
Maria Morales,5,0,1/3/19 5:15
allen boyer,1,0,1/3/19 4:35
Taylor Harris,5,0,1/3/19 3:45
JD Fuller,5,3,1/3/19 3:19
Matt James,1,0,1/3/19 3:03
Cody Reign,4,0,1/3/19 1:56
Matt R,4,0,1/3/19 1:13
A Google user,5,0,1/3/19 0:41
Rytch williams,4,0,1/2/19 23:49
A Google user,5,0,1/2/19 23:10
T A,4,0,1/2/19 23:06
Hayley Meeking,5,0,1/2/19 22:52
Lauren,2,1,1/2/19 22:40
A Google user,2,0,1/2/19 21:15
Michael Td Roberts,5,1,1/2/19 20:35
John Mckiernan,5,0,1/2/19 19:53
Ryan Harris,5,0,1/2/19 18:40
Bobbie Miessan,4,0,1/2/19 18:14
Jenny Tornado,5,0,1/2/19 17:58
John Hurt,2,0,1/2/19 17:34
Dominic Sewell,2,0,1/2/19 17:17
Christine Powers,5,0,1/2/19 16:08
jay krishnan,4,0,1/2/19 15:31
J. Daily,5,0,1/2/19 15:31
Bethany S,5,0,1/2/19 11:59
A Google user,4,0,1/2/19 8:04
A Google user,5,0,1/2/19 7:54
A Google user,4,0,1/2/19 6:58
Jeffrey Friend,5,0,1/2/19 4:30
Marcus Winter,4,0,1/2/19 3:52
G. Faoro,2,0,1/2/19 3:35
Stephen Hall,5,0,1/2/19 3:25
Dana M.,5,1,1/2/19 2:18
Joey Gibbs,4,0,1/2/19 1:09
David Escobedo,5,0,1/1/19 23:47
John Bullerjahn,5,0,1/1/19 23:43
Randy Jones,5,0,1/1/19 23:20
Kevin Stingray,5,0,1/1/19 22:18
Richard Lowe,5,0,1/1/19 22:10
Trevor Taylor,3,0,1/1/19 21:50
Andrey King,5,0,1/1/19 21:36
Jason Stephenson,4,0,1/1/19 21:29
Jamil,3,0,1/1/19 20:46
Guinnicks,1,0,1/1/19 19:58
CAR GUY,5,0,1/1/19 19:19
Joshua Cohen,5,0,1/1/19 18:46
adam martin,3,0,1/1/19 18:33
A Google user,5,0,1/1/19 18:32
Tyah Clanton,5,0,1/1/19 18:19
Eric Brady,3,2,1/1/19 16:35
Anthony Hinojosa,4,0,1/1/19 15:53
Abhishek Singh Bailoo,5,0,1/1/19 14:19
A Google user,5,0,1/1/19 13:01
A Google user,4,0,1/1/19 12:41
Dilan Taylor,5,0,1/1/19 12:19
Iban Abaurrea Fuentes,5,0,1/1/19 12:13
Steven Ooi,1,0,1/1/19 11:28
Matt Mayne,1,0,1/1/19 10:25
Paul Hill,2,1,1/1/19 7:42
Negmaron,4,0,1/1/19 3:23
Courtney Keeps,4,0,1/1/19 3:09
Jacob Perez,5,0,1/1/19 2:28
VALAIR,5,0,1/1/19 2:18
Anthony Brown,1,1,1/1/19 0:44
Joshua Snider,4,0,1/1/19 0:40
Gary Brown,5,0,12/31/18 20:59
Robroth Destructor,5,0,12/31/18 18:27
Caroline Sinclair,5,0,12/31/18 18:07
Na Than,1,13,12/31/18 18:05
Maziar Dalaeli,5,0,12/31/18 17:56
Cindy Dillon,2,0,12/31/18 15:54
A Google user,3,0,12/31/18 14:35
Baby,1,0,12/31/18 5:31
Roy Barbo,1,0,12/31/18 3:37
John McNamara,4,0,12/31/18 1:45
Cory Brown,1,0,12/31/18 1:39
Liam Cannon,2,0,12/31/18 1:03
A Google user,5,0,12/31/18 0:16
A Google user,5,0,12/31/18 0:14
A Google user,1,0,12/31/18 0:13
Jonathan Mabry,5,0,12/30/18 23:59
Nicole Bloomfield,1,0,12/30/18 23:46
Paula Velasquez,3,0,12/30/18 23:29
A Google user,5,0,12/30/18 23:01
A Google user,4,1,12/30/18 21:34
Angelos Papamichael,4,0,12/30/18 21:22
Rishi Dusija,4,0,12/30/18 20:31
Derek Florimonte,4,0,12/30/18 19:40
Omar Migdad,2,0,12/30/18 19:37
Christian Lecorps,5,0,12/30/18 18:53
Logen Pierce,5,2,12/30/18 18:39
Scanggy Scangg,5,0,12/30/18 17:26
Josh Barilar,1,0,12/30/18 17:23
Scoots,5,0,12/30/18 14:33
bruce fine,4,0,12/30/18 13:09
Joe Riley,4,0,12/30/18 11:58
Wabbaffet Channel,4,0,12/30/18 8:57
Nicholas Chung,5,0,12/30/18 6:13
A Google user,4,0,12/30/18 5:17
Face It Skincare Arizona,1,4,12/30/18 4:38
Joshua Van Deren,5,0,12/30/18 3:54
A Google user,4,0,12/30/18 3:21
Lauren Lavorini,1,0,12/30/18 3:00
Esteban Urena,1,0,12/30/18 2:30
Nelsson Manesh,1,0,12/30/18 1:57
J B,3,0,12/30/18 0:45
James Sizemore,2,0,12/29/18 23:46
A Google user,5,0,12/29/18 21:14
Alex McAlpin,4,0,12/29/18 20:38
Amy Larson,5,1,12/29/18 20:14
Luke Grossmith,5,0,12/29/18 19:22
El Capitan,4,0,12/29/18 19:15
T Acton,5,0,12/29/18 18:56
john coleman,4,0,12/29/18 18:52
Ayanna .Bates,5,0,12/29/18 18:26
Dwight Whitewater,3,0,12/29/18 16:50
Japhet,4,0,12/29/18 16:45
garrison barolet,1,0,12/29/18 16:31
Avilesh Kumar,5,0,12/29/18 16:26
Amy Bailey,5,0,12/29/18 16:20
soule 3000,5,0,12/29/18 15:32
Joon Cho,4,1,12/29/18 15:30
A Google user,1,0,12/29/18 14:13
Jack Norman,5,0,12/29/18 13:36
Olivia Brickman,5,0,12/29/18 10:44
shubham shrotriya,5,0,12/29/18 9:53
A Google user,4,0,12/29/18 7:53
K R,5,0,12/29/18 4:53
Christen Freiwald,3,0,12/29/18 4:40
Shriram iyengar,4,0,12/29/18 4:36
Kevin Casters,5,0,12/29/18 4:29
taylor chambers,5,0,12/29/18 3:35
Martin Lebeau,5,0,12/29/18 2:27
A Google user,1,0,12/29/18 2:12
A Google user,1,38,12/29/18 0:58
Jean Hubbard,1,0,12/29/18 0:31
Samuel Diaz,2,0,12/28/18 23:36
Dalton Brennan,1,0,12/28/18 21:48
Bob Cummings,3,1,12/28/18 21:40
Matthew Pritchard,5,0,12/28/18 20:56
Dean Drop,5,0,12/28/18 20:44
A Google user,5,0,12/28/18 20:23
A Google user,4,5,12/28/18 20:22
A Google user,5,0,12/28/18 19:31
Jake Forbis,3,0,12/28/18 18:39
Doug Harrison,5,0,12/28/18 18:37
Mel Klumpp,3,0,12/28/18 17:44
richard amore,4,0,12/28/18 16:35
k s,1,1,12/28/18 13:17
Kevin’s Email,1,0,12/28/18 12:57
Aneesh Nair,1,1,12/28/18 12:37
A Google user,1,1,12/28/18 12:06
A Google user,1,2,12/28/18 10:41
A Google user,5,0,12/28/18 8:27
A Google user,3,1,12/28/18 7:56
Maria Garcia,5,1,12/28/18 7:03
Shalom Alkobi,5,0,12/28/18 4:57
matthew gagaoudakis,2,1,12/28/18 3:40
Emma Conroy,4,0,12/28/18 3:32
Johnny Burke,1,0,12/28/18 2:20
H,3,0,12/28/18 2:10
Paul Belding,5,0,12/28/18 2:04
Tim Bartley,4,0,12/28/18 1:26
Brenda Whitfield,2,11,12/27/18 23:22
A Google user,5,1,12/27/18 22:08
jean palla,4,0,12/27/18 21:19
Monia Wk,4,1,12/27/18 20:07
Misha Shklyar,3,0,12/27/18 19:24
Darren Barber,5,0,12/27/18 19:06
Crypt Thief,4,0,12/27/18 18:06
A Man & his Dog,1,0,12/27/18 17:45
Ankit Aneja,5,0,12/27/18 17:41
Aaron Kemmer,4,0,12/27/18 17:31
A Google user,3,0,12/27/18 16:53
Pete Nixon,2,0,12/27/18 16:50
Aaron Strickland,4,0,12/27/18 15:56
Cynthia Cerna,2,9,12/27/18 15:32
Andy Foss,1,0,12/27/18 14:17
Simon Moose Taylor,5,0,12/27/18 13:17
Kevin Abraham,3,0,12/27/18 13:17
Jeffrey Cordero,5,0,12/27/18 13:13
Highwayman,1,0,12/27/18 13:00
Peter Davies,5,0,12/27/18 11:05
Zachary Rheinecker,5,0,12/27/18 10:42
Katie Lio,4,0,12/27/18 7:42
Brianna Sommers,2,0,12/27/18 5:29
Joe Sumanth,3,0,12/27/18 4:42
Kate L,3,0,12/27/18 4:13
Ayres Cauthron,5,0,12/27/18 3:23
Dan Levesque,1,0,12/27/18 2:42
Evan Breen,5,0,12/27/18 2:35
Elka Friedman,3,0,12/27/18 2:26
G_Tay_Tay,4,0,12/27/18 1:44
Kassandra Vee,3,0,12/26/18 23:03
Alex Fradley,4,0,12/26/18 22:40
Ian Berringer,2,2,12/26/18 21:56
A Google user,2,0,12/26/18 21:43
Andrew Casey,5,0,12/26/18 20:32
A Google user,4,0,12/26/18 20:29
A Google user,5,0,12/26/18 19:13
Stephen C,5,0,12/26/18 19:13
Duncan Ceriani,5,0,12/26/18 19:07
brent b,5,0,12/26/18 18:13
A Google user,5,0,12/26/18 16:30
Rohit H,5,0,12/26/18 15:46
Candie Lee,3,0,12/26/18 15:19
Georgi Atanasov,5,0,12/26/18 13:22
Denise L,3,0,12/26/18 12:50
A Google user,5,0,12/26/18 11:58
Kellye Osteen,5,0,12/26/18 11:28
A Google user,4,0,12/26/18 7:01
Michael De La Riva,3,0,12/26/18 3:22
Chrystal Lott,2,0,12/26/18 3:15
Jacob Newman,5,0,12/26/18 1:14
Jesse Watson,1,0,12/26/18 0:02
KayBee Ohkay,5,0,12/25/18 23:44
Neelam,3,0,12/25/18 22:23
Sachin Chauhan,5,0,12/25/18 21:08
Daniel Tenorio,5,0,12/25/18 20:44
Paramendra Kumar Bhagat,5,0,12/25/18 18:47
Michael Dalton,5,0,12/25/18 17:41
A Google user,5,11,12/25/18 16:40
Camden Wulf,5,0,12/25/18 16:30
Alex Martin,4,0,12/25/18 16:07
Tyson Guy,1,2,12/25/18 15:22
NoAkcess,5,1,12/25/18 15:15
A Google user,5,0,12/25/18 10:16
Nick Modly,5,0,12/25/18 6:36
shruti patkar,5,0,12/25/18 3:43
Andrew Derocher,5,4,12/25/18 2:58
A Google user,5,0,12/25/18 1:08
IGot Thesky,3,0,12/24/18 22:45
A Google user,5,0,12/24/18 22:22
De ViceCrimsin,1,2,12/24/18 20:29
Sumit Samarthya,1,0,12/24/18 18:09
Collie Knox,4,0,12/24/18 17:43
Fay Covacic,5,0,12/24/18 16:55
Adrian Poon,3,1,12/24/18 15:30
Rebeccah Leedom,5,0,12/24/18 13:31
A Google user,5,0,12/24/18 11:46
A Google user,2,0,12/24/18 6:04
Bhakti Karani,2,1,12/24/18 5:56
Erin Simpson,5,0,12/24/18 3:27
James S,1,0,12/24/18 2:49
Terry Corbett,5,0,12/24/18 1:26
U.C RunnerRules,5,0,12/23/18 23:58
Poops McGheezack,5,0,12/23/18 23:21
Sean Weitzeil,4,0,12/23/18 21:36
Dominika Slomczynska,5,0,12/23/18 20:52
Jacob Pearce,5,0,12/23/18 20:44
janery padro,5,0,12/23/18 20:31
Jenessa Greenaway,5,0,12/23/18 20:16
A Google user,4,0,12/23/18 19:54
Michael Savone,1,3,12/23/18 16:45
Kerry Smith,3,0,12/23/18 15:46
Todd S.,5,0,12/23/18 14:49
Michael Adams,5,0,12/23/18 14:23
Corey Olmstead,2,2,12/23/18 14:03
Dion,2,0,12/23/18 13:02
Anna Lewiski,2,12,12/23/18 12:58
Richard Klumph,5,0,12/23/18 11:17
kevin pzybyla,5,0,12/23/18 7:56
Shawn Dorsey,5,0,12/23/18 7:36
Casey Adrian,1,0,12/23/18 5:44
A Google user,1,0,12/23/18 4:47
Mike Meland,3,0,12/23/18 4:17
Alex Brooke,4,0,12/23/18 4:02
emily sybert,5,0,12/23/18 3:58
A Google user,5,0,12/23/18 3:02
Victor Bowman,5,3,12/23/18 3:01
Dave C,3,0,12/23/18 1:25
Josh Hill,5,0,12/23/18 0:51
A plus mobile glass repair,5,0,12/23/18 0:00
Cara Chanin,1,0,12/22/18 22:57
Alexander Hilsen,1,7,12/22/18 20:27
cmb3skills99,5,0,12/22/18 20:08
Carey Kelley,5,0,12/22/18 19:09
James Lee,4,0,12/22/18 17:45
Drew Hill,5,0,12/22/18 17:25
Gautam Kalia,1,0,12/22/18 14:35
Nicole Bayne,5,1,12/22/18 14:07
Damien Keitzy,5,0,12/22/18 13:22
A Google user,3,4,12/22/18 11:38
Sandra Rowland,1,0,12/22/18 9:54
Damien Slash,2,0,12/22/18 9:33
Ed S,1,0,12/22/18 4:45
Cole Lauer,4,0,12/22/18 3:36
Gideon Simmons,3,1,12/22/18 3:10
Jessica branch,5,0,12/22/18 2:32
Elizabeth Conway,2,1,12/22/18 1:20
Tammy Langenburg,5,0,12/21/18 22:18
Candace Young,5,0,12/21/18 21:39
A Google user,1,0,12/21/18 21:33
Chris DuPont,2,0,12/21/18 21:20
The Fashion Psychologist,1,0,12/21/18 20:40
Brandon Flaming,3,0,12/21/18 19:34
sunkanmi babajide,5,0,12/21/18 18:10
Caleb Yuhas,1,4,12/21/18 17:45
Julius Gabriel Flores,5,0,12/21/18 15:47
Thomas Fulton,4,0,12/21/18 14:36
Kinza Ibrahim,4,0,12/21/18 12:13
A Google user,5,0,12/21/18 10:52
Amit Dhillon,1,0,12/21/18 9:58
pavni puri,1,1,12/21/18 6:45
Jay Maddiralla,1,0,12/21/18 3:56
A Google user,2,0,12/21/18 3:32
Andrew Whipple III,5,13,12/21/18 2:25
A U,2,4,12/21/18 1:56
A Google user,5,0,12/21/18 0:17
James Page,5,1,12/21/18 0:07
Cindy Brown,2,0,12/20/18 23:02
A Google user,1,0,12/20/18 22:00
Sachin Tiwari,1,0,12/20/18 21:02
Anna Cooper,3,0,12/20/18 20:58
theDi5c0,4,4,12/20/18 20:39
Jeicam Photography,2,0,12/20/18 20:30
Cristobal Bryjowski,5,0,12/20/18 20:28
A Google user,2,0,12/20/18 20:11
alisha maynard,5,0,12/20/18 19:29
Willie Boyd,5,0,12/20/18 17:54
Tylor Clemons,1,0,12/20/18 17:22
Sash S,5,8,12/20/18 16:53
Gregory Old,5,0,12/20/18 15:55
A Google user,1,0,12/20/18 14:44
James Timilehin,5,0,12/20/18 13:27
Jim L,4,0,12/20/18 12:59
Clifford Maurice Acquaye,2,0,12/20/18 12:27
A Google user,3,0,12/20/18 9:47
David Morgan,1,0,12/20/18 9:38
Jessica Piombo,1,0,12/20/18 5:35
sahaj tiwari,4,0,12/20/18 5:12
Robert Santaguida,2,1,12/20/18 4:12
E Alexander,1,0,12/20/18 3:19
A Google user,4,0,12/20/18 3:17
Dick Booty,1,58,12/20/18 2:54
Daniel Ringwalt,2,6,12/20/18 2:50
Nathaniel Gray,3,0,12/20/18 2:21
Ted Brassfield,5,0,12/20/18 1:37
L H,1,0,12/20/18 1:16
Sonny Dang,4,0,12/20/18 0:15
A Google user,5,0,12/19/18 23:53
Wendy Jenks,5,0,12/19/18 23:24
Benjamin M Adjetey,5,0,12/19/18 22:18
Andy Sirianni,4,7,12/19/18 22:00
Mike Gambino,3,0,12/19/18 21:50
A Google user,5,0,12/19/18 21:22
B B,2,1,12/19/18 20:39
James,4,0,12/19/18 18:51
Joel W-S,5,1,12/19/18 18:40
Nick Bartholdy,2,0,12/19/18 17:36
James White,1,2,12/19/18 17:32
Justin Covillon,5,0,12/19/18 17:03
Sarah Levine,5,4,12/19/18 16:52
A Google user,2,0,12/19/18 16:44
Jared Smith,5,0,12/19/18 16:17
M Szym,5,0,12/19/18 14:55
zach gulick,4,0,12/19/18 14:51
Quinton Hudson,4,0,12/19/18 7:40
_RL _,5,1,12/19/18 6:35
dinesh purohit,5,0,12/19/18 6:24
Richelle lyons,5,0,12/19/18 4:39
christian brown,5,0,12/19/18 3:50
Blue Octave,3,1,12/19/18 3:46
A Google user,3,1,12/19/18 3:02
K W,3,0,12/19/18 3:02
